-4.775,-3.975,3.982881E-7
-4.725,-3.975,3.2635026E-7
-4.675,-3.975,1.4640788E-7
-4.975,-3.925,3.6710247E-7
-4.925,-3.925,2.881604E-7
-4.875,-3.925,2.6147376E-7
-4.825,-3.925,2.721081E-7
-4.775,-3.925,5.0087476E-7
-4.725,-3.925,1.9662835E-7
-4.675,-3.925,3.1422906E-7
-4.625,-3.925,2.4274394E-7
-4.575,-3.925,2.1887308E-7
-4.525,-3.925,2.0541175E-7
-4.975,-3.875,2.4553452E-7
-4.925,-3.875,3.6573667E-7
-4.875,-3.875,3.7335695E-7
-4.825,-3.875,1.7947386E-7
-4.775,-3.875,2.8455705E-7
-4.725,-3.875,2.9949402E-7
-4.675,-3.875,4.2147485E-7
-4.625,-3.875,4.160945E-7
-4.575,-3.875,3.1558372E-7
-4.525,-3.875,2.8502126E-7
-4.475,-3.875,4.2970112E-7
-4.425,-3.875,3.094918E-7
-4.375,-3.875,2.234127E-7
-4.975,-3.8249998,3.472834E-7
-4.925,-3.8249998,2.500643E-7
-4.875,-3.8249998,3.1699847E-7
-4.825,-3.8249998,2.629463E-7
-4.775,-3.8249998,2.8318843E-7
-4.725,-3.8249998,1.7156817E-7
-4.675,-3.8249998,3.0983452E-7
-4.625,-3.8249998,2.72607E-7
-4.575,-3.8249998,3.3786498E-7
-4.525,-3.8249998,2.08076E-7
-4.475,-3.8249998,3.7530558E-7
-4.425,-3.8249998,2.5264677E-7
-4.375,-3.8249998,5.5958634E-7
-4.325,-3.8249998,3.4437488E-7
-4.275,-3.8249998,3.388866E-7
-4.225,-3.8249998,3.4373932E-7
-4.975,-3.775,2.534775E-7
-4.925,-3.775,1.8609096E-7
-4.875,-3.775,3.0372019E-7
-4.825,-3.775,4.441725E-7
-4.775,-3.775,2.577074E-7
-4.725,-3.775,2.9863082E-7
-4.675,-3.775,3.5114454E-7
-4.625,-3.775,3.5973466E-7
-4.575,-3.775,1.9739328E-7
-4.525,-3.775,3.428382E-7
-4.475,-3.775,3.5597435E-7
-4.425,-3.775,3.5603696E-7
-4.375,-3.775,3.6889284E-7
-4.325,-3.775,3.269032E-7
-4.275,-3.775,3.7838836E-7
-4.225,-3.775,3.6880584E-7
-4.175,-3.775,2.7432654E-7
-4.125,-3.775,2.4273487E-7
-4.075,-3.775,2.3998194E-7
-4.975,-3.725,4.492188E-7
-4.925,-3.725,1.7863911E-7
-4.875,-3.725,2.949272E-7
-4.825,-3.725,1.8801893E-7
-4.775,-3.725,2.868801E-7
-4.725,-3.725,4.2460212E-7
-4.675,-3.725,4.5983703E-7
-4.625,-3.725,3.3442663E-7
-4.575,-3.725,3.6414824E-7
-4.525,-3.725,2.0540021E-7
-4.475,-3.725,3.5005678E-7
-4.425,-3.725,3.0938145E-7
-4.375,-3.725,3.566141E-7
-4.325,-3.725,2.0119195E-7
-4.275,-3.725,3.745825E-7
-4.225,-3.725,3.4476088E-7
-4.175,-3.725,3.259945E-7
-4.125,-3.725,2.2242477E-7
-4.075,-3.725,3.7988806E-7
-4.025,-3.725,3.6894605E-7
-3.975,-3.725,4.6832338E-7
-3.925,-3.725,2.949715E-7
-4.975,-3.675,3.4193909E-7
-4.925,-3.675,3.262654E-7
-4.875,-3.675,3.052707E-7
-4.825,-3.675,2.1042568E-7
-4.775,-3.675,3.2589242E-7
-4.725,-3.675,2.26399E-7
-4.675,-3.675,2.0658194E-7
-4.625,-3.675,1.9090604E-7
-4.575,-3.675,3.2050312E-7
-4.525,-3.675,2.561879E-7
-4.475,-3.675,3.4719397E-7
-4.425,-3.675,1.9178853E-7
-4.375,-3.675,2.6335434E-7
-4.325,-3.675,3.9937436E-7
-4.275,-3.675,1.9955743E-7
-4.225,-3.675,2.8826258E-7
-4.175,-3.675,3.251852E-7
-4.125,-3.675,2.9770734E-7
-4.075,-3.675,3.1037192E-7
-4.025,-3.675,2.439742E-7
-3.975,-3.675,4.5334696E-7
-3.925,-3.675,1.8615629E-7
-3.875,-3.675,3.118721E-7
-3.8249998,-3.675,5.221324E-7
-3.775,-3.675,9.110224E-8
-4.975,-3.625,2.2073921E-7
-4.925,-3.625,3.6941537E-7
-4.875,-3.625,2.7004862E-7
-4.825,-3.625,4.1782502E-7
-4.775,-3.625,2.3097644E-7
-4.725,-3.625,2.3882862E-7
-4.675,-3.625,3.6131968E-7
-4.625,-3.625,2.5596268E-7
-4.575,-3.625,3.063167E-7
-4.525,-3.625,4.0414585E-7
-4.475,-3.625,2.8431094E-7
-4.425,-3.625,2.1568829E-7
-4.375,-3.625,2.7779726E-7
-4.325,-3.625,2.1942397E-7
-4.275,-3.625,2.9971804E-7
-4.225,-3.625,2.9392115E-7
-4.175,-3.625,3.116677E-7
-4.125,-3.625,3.4064925E-7
-4.075,-3.625,3.6769953E-7
-4.025,-3.625,3.6362835E-7
-3.975,-3.625,3.3933165E-7
-3.925,-3.625,3.6396315E-7
-3.875,-3.625,3.1013892E-7
-3.8249998,-3.625,3.9564864E-7
-3.775,-3.625,3.0151125E-7
-3.725,-3.625,2.2502928E-7
-3.675,-3.625,4.0026327E-7
-3.625,-3.625,3.1860776E-7
-4.975,-3.5749998,3.6445726E-7
-4.925,-3.5749998,2.2965538E-7
-4.875,-3.5749998,1.882126E-7
